1,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,80.000000,0.0024831
1,filt_IIRChebIshevI,PWelch,PCA,NBayes,46.666667,0.0046226
1,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,70.000000,0.00064517
1,filt_IIRChebIshevI,PYAR,PCA,NBayes,40.000000,0.0027285
1,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,30.000000,0.0024737
1,filt_IIRChebIshevI,PWelch,SVD,NBayes,36.666667,0.005994
1,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,40.000000,0.0006654
1,filt_IIRChebIshevI,PYAR,SVD,NBayes,43.333333,0.004113
1,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,43.333333,0.0027978
1,filt_FIRLeastSquares,PWelch,PCA,NBayes,26.666667,0.0049426
1,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,50.000000,0.00092866
1,filt_FIRLeastSquares,PYAR,PCA,NBayes,53.333333,0.0030898
1,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,23.333333,0.00277
1,filt_FIRLeastSquares,PWelch,SVD,NBayes,43.333333,0.0063633
1,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,33.333333,0.00094558
1,filt_FIRLeastSquares,PYAR,SVD,NBayes,33.333333,0.0044172
2,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,60.000000,0.0024884
2,filt_IIRChebIshevI,PWelch,PCA,NBayes,50.000000,0.0045706
2,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,73.333333,0.00063758
2,filt_IIRChebIshevI,PYAR,PCA,NBayes,66.666667,0.0027659
2,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,40.000000,0.0025129
2,filt_IIRChebIshevI,PWelch,SVD,NBayes,56.666667,0.0063682
2,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,60.000000,0.0006643
2,filt_IIRChebIshevI,PYAR,SVD,NBayes,43.333333,0.0042969
2,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,50.000000,0.0027377
2,filt_FIRLeastSquares,PWelch,PCA,NBayes,53.333333,0.0049168
2,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,43.333333,0.00094717
2,filt_FIRLeastSquares,PYAR,PCA,NBayes,46.666667,0.0033196
2,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,36.666667,0.0028284
2,filt_FIRLeastSquares,PWelch,SVD,NBayes,53.333333,0.006335
2,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,36.666667,0.00095318
2,filt_FIRLeastSquares,PYAR,SVD,NBayes,40.000000,0.0045316
3,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,40.000000,0.002475
3,filt_IIRChebIshevI,PWelch,PCA,NBayes,40.000000,0.0047091
3,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,36.666667,0.0006502
3,filt_IIRChebIshevI,PYAR,PCA,NBayes,40.000000,0.0027151
3,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,33.333333,0.0025395
3,filt_IIRChebIshevI,PWelch,SVD,NBayes,53.333333,0.0058804
3,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,40.000000,0.00063917
3,filt_IIRChebIshevI,PYAR,SVD,NBayes,46.666667,0.0041842
3,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,40.000000,0.0028296
3,filt_FIRLeastSquares,PWelch,PCA,NBayes,60.000000,0.004864
3,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,46.666667,0.00095733
3,filt_FIRLeastSquares,PYAR,PCA,NBayes,40.000000,0.0030912
3,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,36.666667,0.0027826
3,filt_FIRLeastSquares,PWelch,SVD,NBayes,50.000000,0.0063057
3,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,43.333333,0.00094006
3,filt_FIRLeastSquares,PYAR,SVD,NBayes,40.000000,0.0045981
4,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,40.000000,0.0024287
4,filt_IIRChebIshevI,PWelch,PCA,NBayes,50.000000,0.0047058
4,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,23.333333,0.00062548
4,filt_IIRChebIshevI,PYAR,PCA,NBayes,33.333333,0.0027596
4,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,46.666667,0.002484
4,filt_IIRChebIshevI,PWelch,SVD,NBayes,33.333333,0.0061708
4,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,33.333333,0.00066774
4,filt_IIRChebIshevI,PYAR,SVD,NBayes,43.333333,0.0042907
4,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,33.333333,0.0027596
4,filt_FIRLeastSquares,PWelch,PCA,NBayes,40.000000,0.0049451
4,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,43.333333,0.00098409
4,filt_FIRLeastSquares,PYAR,PCA,NBayes,23.333333,0.0031231
4,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,30.000000,0.0027597
4,filt_FIRLeastSquares,PWelch,SVD,NBayes,33.333333,0.0063569
4,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,30.000000,0.00097545
4,filt_FIRLeastSquares,PYAR,SVD,NBayes,53.333333,0.0046236
5,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,60.000000,0.0024982
5,filt_IIRChebIshevI,PWelch,PCA,NBayes,33.333333,0.0047511
5,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,46.666667,0.00065382
5,filt_IIRChebIshevI,PYAR,PCA,NBayes,50.000000,0.0028265
5,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,50.000000,0.002534
5,filt_IIRChebIshevI,PWelch,SVD,NBayes,46.666667,0.0060181
5,filt_IIRChebIshevI,PYAR,SVD,LIBSVMFast,23.333333,0.00065014
5,filt_IIRChebIshevI,PYAR,SVD,NBayes,40.000000,0.0041526
5,filt_FIRLeastSquares,PWelch,PCA,LIBSVMFast,56.666667,0.0028911
5,filt_FIRLeastSquares,PWelch,PCA,NBayes,43.333333,0.0049305
5,filt_FIRLeastSquares,PYAR,PCA,LIBSVMFast,50.000000,0.00092752
5,filt_FIRLeastSquares,PYAR,PCA,NBayes,53.333333,0.0032011
5,filt_FIRLeastSquares,PWelch,SVD,LIBSVMFast,33.333333,0.0027653
5,filt_FIRLeastSquares,PWelch,SVD,NBayes,43.333333,0.0064045
5,filt_FIRLeastSquares,PYAR,SVD,LIBSVMFast,26.666667,0.00099143
5,filt_FIRLeastSquares,PYAR,SVD,NBayes,43.333333,0.0045471
10,filt_IIRChebIshevI,PWelch,PCA,LIBSVMFast,53.333333,0.0024513
10,filt_IIRChebIshevI,PWelch,PCA,NBayes,63.333333,0.0048125
10,filt_IIRChebIshevI,PYAR,PCA,LIBSVMFast,40.000000,0.00065197
10,filt_IIRChebIshevI,PYAR,PCA,NBayes,73.333333,0.0028157
10,filt_IIRChebIshevI,PWelch,SVD,LIBSVMFast,43.333333,0.0024564
10,filt_IIRChebIshevI,PWelch,SVD,NBayes,46.666667,0.0061495
